,Latitude,Longitude,City,Country,Max Temp.,Humidity,Cloudiness,Windiness,Date
0,-46.1927,168.8643,Mataura,NZ,25.38,34,0,0.14,1610424683
1,77.484,-69.3632,Qaanaaq,GL,-16.0,74,4,3.21,1610424685
2,-34.4187,19.2345,Hermanus,ZA,20.56,89,88,3.13,1610424686
3,65.5833,-171.0,Lavrentiya,RU,-24.47,83,95,4.63,1610424688
4,50.5834,-113.8687,High River,CA,0.0,60,100,7.57,1610424689
5,-34.5833,150.8552,Flinders,AU,30.56,56,100,2.24,1610424690
6,37.5683,126.9778,Seoul,KR,1.0,55,0,4.12,1610424519
7,70.6333,147.9167,Chokurdakh,RU,-33.22,83,100,1.48,1610424693
8,42.6001,-73.9662,Albany,US,-2.78,73,8,0.96,1610424696
9,-16.4096,-67.5263,Chulumani,BO,17.3,77,100,0.65,1610424697
10,45.5234,-122.6762,Portland,US,8.89,81,90,7.2,1610424516
11,0.5333,72.9333,Thinadhoo,MV,27.46,77,92,7.31,1610424699
12,54.05,122.9,Urusha,RU,-24.47,87,100,2.33,1610424700
13,-54.8,-68.3,Ushuaia,AR,6.0,75,75,13.38,1610424702
14,-42.7826,147.0587,New Norfolk,AU,23.33,43,2,0.89,1610424703
15,3.4865,102.3516,Mentakab,MY,28.52,65,95,2.43,1610424704
16,64.3833,-173.3,Provideniya,RU,-17.0,71,75,3.0,1610424450
17,62.456,-114.3525,Yellowknife,CA,-12.0,85,75,3.6,1610424662
18,65.6145,-37.6368,Tasiilaq,GL,-5.0,36,75,1.54,1610424707
19,-0.7393,-90.3518,Puerto Ayora,EC,23.33,94,13,2.14,1610424709
20,-9.8,-139.0333,Atuona,PF,25.33,80,1,6.4,1610424710
21,-24.8667,113.6333,Carnarvon,AU,29.0,70,0,8.75,1610424712
22,73.5069,80.5464,Dikson,RU,-10.29,97,98,2.9,1610424713
23,-20.5167,57.5167,Souillac,MU,26.0,94,75,7.2,1610424715
24,28.6585,-17.9182,Los Llanos de Aridane,ES,15.0,72,75,3.6,1610424716
25,46.4333,26.4,Asău,RO,-1.0,100,90,3.6,1610424717
26,69.2167,-51.1,Ilulissat,GL,-4.0,86,90,1.54,1610424718
27,43.2128,-75.4557,Rome,US,-2.78,86,90,1.27,1610424719
28,22.8167,108.3167,Nanning,CN,13.0,38,0,4.0,1610424720
29,35.7333,140.8333,Hasaki,JP,6.11,93,75,4.63,1610424721
30,42.1584,-72.3287,Palmer,US,-5.56,93,1,1.68,1610424723
31,37.1041,-113.5841,Saint George,US,3.89,32,1,2.57,1610424540
32,-21.3585,55.7679,Saint-Philippe,RE,29.0,74,75,3.6,1610424727
33,-34.5322,20.0403,Bredasdorp,ZA,19.0,94,93,6.69,1610424729
34,-36.8167,174.45,Muriwai Beach,NZ,25.0,74,45,4.47,1610424730
35,40.8,-96.667,Lincoln,US,1.67,75,1,3.85,1610424641
36,56.0815,99.6342,Chunskiy,RU,-27.93,86,35,1.99,1610424732
37,-33.918,25.5701,Port Elizabeth,ZA,20.0,94,90,4.63,1610424733
38,-8.9266,125.4092,Airai,TL,23.67,84,15,0.71,1610424734
39,-53.15,-70.9167,Punta Arenas,CL,5.0,81,0,10.8,1610424736
40,26.7292,33.9365,Safaga,EG,18.0,52,0,3.6,1610424737
41,69.4541,-133.0374,Tuktoyaktuk,CA,-16.0,85,90,7.72,1610424738
42,-24.7911,-50.0119,Castro,BR,19.23,97,41,3.69,1610424739
43,-25.4,-70.4833,Taltal,CL,17.72,75,69,0.46,1610424740
44,47.1483,42.4633,Zimovniki,RU,-2.82,95,23,2.39,1610424741
45,-4.1944,-40.4767,Varjota,BR,23.15,76,100,2.92,1610424730
46,-38.2667,141.9667,Codrington,AU,17.94,55,43,5.89,1610424665
47,69.4865,88.3972,Talnakh,RU,-26.67,88,71,2.15,1610424745
48,51.1667,94.5,Bay-Khaak,RU,-14.98,92,100,1.09,1610424748
49,-6.1349,12.3689,Soyo,AO,24.6,83,87,1.71,1610424751
50,-33.65,115.3333,Busselton,AU,27.22,42,7,1.79,1610424753
51,27.9333,-110.9,Guaymas,MX,14.44,26,0,0.45,1610424754
52,69.2408,19.2344,Storsteinnes,NO,-5.0,72,0,3.44,1610424755
53,7.7029,27.9953,Wau,SS,19.39,26,9,2.46,1610424756
54,70.3705,31.1107,Vardø,NO,-9.0,79,75,9.77,1610424758
55,-23.6649,27.7443,Ellisras,ZA,20.63,75,0,3.47,1610424759
56,-46.1333,167.6833,Tuatapere,NZ,21.24,48,15,2.49,1610424760
57,42.097,-79.2353,Jamestown,US,-0.56,74,90,6.69,1610424761
58,-12.2569,44.5319,Domoni,KM,26.75,79,70,4.95,1610424762
59,50.8284,-0.1395,Brighton,GB,8.89,100,100,2.68,1610424502
60,45.6721,-118.7886,Pendleton,US,6.0,61,20,4.1,1610424765
61,50.6996,-127.4199,Port Hardy,CA,10.0,87,90,10.8,1610424766
62,43.4832,-8.2369,Ferrol,ES,-1.0,93,20,1.03,1610424767
63,63.7506,-68.5145,Iqaluit,CA,-17.0,71,20,4.12,1610424768
64,71.6872,128.8694,Tiksi,RU,-38.11,82,73,3.33,1610424769
65,-20.3428,57.7575,Bambous Virieux,MU,27.78,94,75,7.2,1610424770
66,-46.6,168.3333,Bluff,NZ,17.89,62,16,2.88,1610424772
67,-21.2,-175.2,Vaini,TO,28.0,89,75,4.63,1610424774
68,14.8961,-24.4956,São Filipe,CV,20.99,73,14,5.67,1610424775
69,-23.1203,-134.9692,Rikitea,PF,25.73,78,37,9.46,1610424776
70,-28.7667,114.6,Geraldton,AU,28.0,44,97,9.26,1610424777
71,41.3888,2.159,Barcelona,ES,4.44,69,0,7.2,1610424179
72,3.0707,172.7902,Butaritari,KI,27.09,81,92,9.28,1610424781
73,-7.4706,-34.8086,Pitimbu,BR,25.0,94,40,3.5,1610424782
74,4.25,-54.3833,Grand-Santi,GF,21.88,97,100,0.86,1610424783
75,68.2191,-135.0107,Aklavik,CA,-15.0,85,90,3.21,1610424784
76,-25.2406,130.9889,Yulara,AU,38.0,11,0,6.69,1610424787
77,55.7406,22.3644,Varniai,LT,-1.0,93,90,8.23,1610424788
78,19.7297,-155.09,Hilo,US,24.0,73,20,1.54,1610424789
79,-20.0064,57.6608,Grand Gaube,MU,27.78,84,100,4.02,1610424776
80,69.7008,170.3133,Pevek,RU,-36.08,85,39,0.52,1610424791
81,-3.6667,152.4333,Namatanai,PG,28.01,76,93,2.05,1610424792
82,-42.913,147.3532,Sandy Bay,AU,23.33,45,20,9.26,1610424509
83,-22.2763,166.4572,Noumea,NC,28.0,78,0,5.66,1610424770
84,-6.9811,-34.8339,Cabedelo,BR,25.0,94,40,3.1,1610424796
85,1.7427,98.7792,Sibolga,ID,27.31,74,100,0.79,1610424797
86,42.7762,-9.0603,Muros,ES,2.22,93,2,2.54,1610424799
87,14.8436,121.9697,Burdeos,PH,24.76,69,93,8.1,1610424800
88,9.15,39.0333,Sendafa,ET,11.0,76,75,3.09,1610424801
89,-29.9533,-71.3436,Coquimbo,CL,15.0,88,0,2.57,1610424803
90,5.7856,-6.6083,Soubre,CI,22.29,97,16,1.6,1610424804
91,5.9465,121.3076,Kambing,PH,27.66,76,94,0.16,1610424805
92,2.6708,72.8944,Kudahuvadhoo,MV,27.48,77,78,6.02,1610424806
93,23.25,82.55,Baikunthpur,IN,19.41,43,0,0.74,1610424807
94,66.4167,112.4,Udachny,RU,-33.5,78,95,2.43,1610424808
95,39.1502,-123.2078,Ukiah,US,10.0,81,1,0.95,1610424810
96,64.2539,-15.2082,Hofn,IS,-0.89,85,0,3.17,1610424812
97,-13.4584,25.8338,Kasempa,ZM,17.6,98,100,2.1,1610424813
98,7.0419,134.2556,Kloulklubed,PW,29.0,79,90,3.09,1610424814
99,56.5502,57.1366,Sars,RU,-24.01,88,100,5.25,1610424815
100,-30.6733,-51.3958,Tapes,BR,22.01,88,100,2.19,1610424817
101,54.3161,-130.3201,Prince Rupert,CA,7.0,70,90,6.17,1610424818
102,47.8043,67.7144,Zhezkazgan,KZ,-5.0,86,90,11.0,1610424819
103,47.9781,35.9102,Novomykolayivka,UA,-2.0,80,75,1.0,1610424820
104,71.2906,-156.7887,Barrow,US,-16.0,85,90,10.29,1610424822
105,53.0596,14.2815,Schwedt,DE,1.67,79,100,9.13,1610424824
106,78.2186,15.6401,Longyearbyen,SJ,-8.0,79,20,2.06,1610424825
107,72.7868,-56.1549,Upernavik,GL,-5.79,95,99,6.85,1610424752
108,-33.5906,26.891,Port Alfred,ZA,20.56,97,77,5.03,1610424827
109,-25.1667,45.05,Beloha,MG,25.49,73,0,4.36,1610424828
110,-2.5744,150.7967,Kavieng,PG,29.27,72,100,4.39,1610424829
111,35.5281,-108.7426,Gallup,US,-5.56,57,1,2.48,1610424830
112,9.285,105.7244,Bac Lieu,VN,26.31,61,63,3.98,1610424832
113,-33.9258,18.4232,Cape Town,ZA,20.0,82,0,3.6,1610424767
114,-22.9661,-42.0278,Arraial do Cabo,BR,25.0,88,20,7.2,1610424554
115,44.0625,-103.1463,Rapid Valley,US,2.22,68,1,2.06,1610424835
116,50.7214,136.6319,Solnechnyy,RU,-18.48,84,13,1.0,1610424836
117,-20.7333,139.5,Mount Isa,AU,36.0,28,40,2.06,1610424837
118,60.1432,-45.2371,Nanortalik,GL,-0.96,92,100,2.64,1610424838
119,-3.8004,102.2655,Bengkulu,ID,23.79,91,100,5.78,1610424840
120,66.0833,76.6333,Novy Urengoy,RU,-19.86,92,99,5.39,1610424841
121,-3.8278,-78.7594,Yantzaza,EC,19.16,84,78,0.39,1610424842
122,54.3708,92.1358,Idrinskoye,RU,-26.01,85,0,1.06,1610424843
123,52.5667,13.0833,Falkensee,DE,1.67,82,100,3.13,1610424844
124,-6.8844,112.2051,Labuhan,ID,29.6,73,100,3.72,1610424846
125,-20.3167,118.5667,Port Hedland,AU,36.0,52,1,6.69,1610424847
126,10.9995,122.6711,Dingle,PH,25.06,84,93,8.09,1610424848
127,32.6667,-17.1,Ponta do Sol,PT,15.0,55,40,4.63,1610424849
128,6.6221,73.07,Kulhudhuffushi,MV,27.32,76,100,6.98,1610424798
129,-17.7333,-149.15,Tautira,PF,30.0,61,75,2.06,1610424853
130,38.5167,-28.7,Ribeira Grande,PT,17.07,86,100,9.99,1610424854
131,-15.1961,12.1522,Mossamedes,AO,21.45,66,63,2.5,1610424855
132,5.0268,118.327,Lahad Datu,MY,30.01,69,68,1.16,1610424856
133,-30.1811,-50.2056,Cidreira,BR,23.24,94,100,5.45,1610424857
134,-38.4667,176.7,Murupara,NZ,23.89,70,96,1.34,1610424858
135,32.7668,-97.8003,Parker,US,2.22,87,0,3.5,1610424859
136,65.282,-126.8329,Norman Wells,CA,-15.0,85,75,2.06,1610424601
137,70.4692,-68.5914,Clyde River,CA,-20.0,84,90,5.66,1610424862
138,40.4272,71.7189,Yangi Marg`ilon,UZ,-4.0,63,0,4.12,1610424632
139,68.75,161.3,Cherskiy,RU,-36.88,82,0,0.65,1610424584
140,-20.4081,57.7,Mahébourg,MU,26.0,94,75,7.2,1610424689
141,-46.2817,169.8464,Kaitangata,NZ,16.67,73,0,4.02,1610424866
142,-5.1989,-35.4608,Touros,BR,25.0,83,40,1.54,1610424868
143,41.3712,-73.414,Bethel,US,-3.89,93,1,1.57,1610424869
144,-13.7,-76.2167,Pisco,PE,21.11,88,0,2.57,1610424870
145,71.9667,102.5,Khatanga,RU,-28.15,88,100,2.71,1610424872
146,64.5667,143.2,Ust-Nera,RU,-34.44,74,88,1.45,1610424873
147,-0.6,73.0833,Hithadhoo,MV,27.39,76,75,7.26,1610424875
148,54.047,61.7455,Bobrovka,RU,-22.38,90,100,5.07,1610424876
149,26.1842,127.7558,Nishihara,JP,13.0,58,90,8.23,1610424877
150,13.2167,-59.5167,Bathsheba,BB,26.0,73,40,9.26,1610424878
151,22.8909,-109.9124,Cabo San Lucas,MX,17.0,72,1,1.54,1610424879
152,-17.8833,15.0667,Ongandjera,NA,20.25,52,94,2.78,1610424880
153,61.5996,5.0328,Florø,NO,-1.0,93,40,3.6,1610424882
154,30.2131,-93.2044,Lake Charles,US,1.11,80,1,3.01,1610424883
155,49.9811,92.0667,Ulaangom,MN,-24.68,83,44,0.27,1610424884
156,4.8699,-2.2405,Esim,GH,26.06,86,1,4.02,1610424885
157,-16.4833,-151.75,Faanui,PF,27.72,74,100,8.26,1610424886
158,12.1794,-0.3517,Koupéla,BF,21.87,21,0,3.74,1610424887
159,-37.6167,-73.65,Lebu,CL,11.13,75,0,8.06,1610424620
160,50.1001,-91.917,Sioux Lookout,CA,-7.0,93,20,2.06,1610424890
161,-20.9667,164.7,Voh,NC,29.63,74,94,1.69,1610424891
162,3.9366,41.867,Mandera,KE,23.63,49,12,3.89,1610424892
163,11.5,42.5,Djibouti,DJ,23.0,73,75,1.54,1610424893
164,64.8569,-147.8028,College,US,-12.0,85,75,1.3,1610424809
165,-38.3739,-60.2798,Tres Arroyos,AR,11.06,60,0,2.32,1610424895
166,30.6485,-91.1565,Zachary,US,2.78,80,90,3.6,1610424897
167,56.1138,10.1725,Holme,DK,0.0,93,48,2.57,1610424898
168,-33.0117,17.9442,Saldanha,ZA,16.0,82,0,1.54,1610424899
169,42.4252,68.795,Arys,KZ,3.0,44,0,5.0,1610424900
170,51.9,-8.95,Macroom,IE,9.44,93,75,7.2,1610424901
171,38.8876,-76.5119,Mayo,US,1.11,100,1,1.83,1610424811
172,59.7035,30.7861,Nikolskoye,RU,-12.78,85,75,7.0,1610424905
173,14.3188,2.0866,Ouallam,NE,21.61,21,0,4.38,1610424906
174,55.7435,-97.8558,Thompson,CA,-8.0,100,90,1.03,1610424699
175,62.2266,-6.589,Klaksvík,FO,3.0,70,75,8.23,1610424908
176,25.7333,86.9833,Bihārīganj,IN,18.21,42,2,4.06,1610424625
177,62.7161,129.6658,Namtsy,RU,-49.0,58,81,1.0,1610424912
178,35.8614,14.3822,Dingli,MT,12.78,82,0,4.12,1610424913
179,55.3053,83.6104,Moshkovo,RU,-31.0,76,40,2.0,1610424914
180,17.0151,54.0924,Salalah,OM,21.0,24,0,0.51,1610424915
181,-12.1167,-73.0,Pangoa,PE,20.49,95,100,1.0,1610424918
182,39.5994,-110.8107,Price,US,-11.0,79,1,0.42,1610424919
183,-28.55,16.4333,Oranjemund,NA,17.3,87,99,3.73,1610424920
184,47.4257,-120.2812,East Wenatchee Bench,US,0.56,100,90,2.06,1610424921
185,-21.2078,-159.775,Avarua,CK,29.0,70,75,7.2,1610424922
186,63.8424,-22.4338,Grindavik,IS,1.0,80,75,4.63,1610424924
187,31.6,131.3667,Nichinan,JP,11.0,58,40,6.17,1610424925
188,-38.0023,-57.5575,Mar del Plata,AR,15.56,58,0,3.09,1610424700
189,-15.5333,167.1667,Luganville,VU,30.04,73,100,2.88,1610424928
190,20.5169,-13.0499,Atar,MR,14.47,41,100,4.05,1610424929
191,20.8947,-156.47,Kahului,US,25.0,65,40,4.63,1610424663
192,-5.6667,132.75,Tual,ID,29.66,68,17,3.54,1610424932
193,54.675,20.1347,Tsimmerbude,RU,0.0,86,75,6.0,1610424933
194,50.1489,-95.8811,Pinawa,CA,-7.01,97,100,2.4,1610424934
195,5.5577,95.3222,Banda Aceh,ID,28.52,70,99,4.77,1610424935
196,39.4851,-80.1426,Fairmont,US,-1.11,81,1,1.99,1610424768
197,-33.0153,27.9116,East London,ZA,21.0,100,40,1.03,1610424937
198,17.1167,82.2667,Pithāpuram,IN,26.0,65,20,1.54,1610424939
199,-0.8725,14.8206,Ewo,CG,22.95,82,18,2.49,1610424940
200,33.0833,-16.3333,Camacha,PT,13.0,58,75,2.57,1610424941
201,24.0261,-106.8814,El Carrizo,MX,14.98,63,0,1.83,1610424942
202,43.5357,-5.6615,Gijón,ES,2.78,90,2,2.07,1610424668
203,-39.0333,177.3667,Wairoa,NZ,23.33,60,13,4.02,1610424945
204,61.2767,108.0108,Yerbogachën,RU,-35.55,83,45,1.28,1610424946
205,-42.8794,147.3294,Hobart,AU,23.33,45,20,9.26,1610424754
206,-34.0033,24.7314,Kruisfontein,ZA,20.0,95,100,5.84,1610424948
207,62.5333,155.8,Omsukchan,RU,-29.43,85,100,0.98,1610424949
208,25.0,88.15,Ingrāj Bāzār,IN,21.17,35,3,3.98,1610424950
209,6.1241,81.1185,Hambantota,LK,26.0,100,40,2.57,1610424952
210,59.5764,25.7214,Loksa,EE,-2.0,93,90,7.2,1610424953
211,66.0449,-17.3389,Husavik,IS,-6.62,88,0,4.07,1610424954
212,-15.4311,-74.6158,Acarí,PE,21.78,71,100,1.84,1610424955
213,37.8086,120.7508,Dengzhou,CN,0.67,77,0,7.54,1610424956
214,64.8378,-147.7164,Fairbanks,US,-12.0,92,20,0.51,1610424897
215,48.0167,16.7667,Bruck an der Leitha,AT,-6.67,93,0,0.51,1610424959
216,36.9559,36.2,Erzin,TR,12.78,64,100,4.02,1610424960
217,39.5963,-119.776,Sun Valley,US,3.0,60,90,2.06,1610424961
218,51.3223,42.7678,Kamenka,RU,-11.33,97,100,2.45,1610424962
219,-42.7692,-65.0385,Puerto Madryn,AR,13.85,47,15,4.07,1610424963
220,44.2333,27.2167,Grădiştea,RO,3.89,84,100,3.13,1610424965
221,69.3,139.9,Deputatsky,RU,-40.18,78,0,0.59,1610424966
222,22.2394,68.9678,Dwārka,IN,21.2,39,24,7.9,1610424967
223,29.5833,-9.5,Tiznit Province,MA,8.15,71,9,0.86,1610424968
224,18.4167,-64.6167,Road Town,VG,25.0,83,71,3.13,1610424969
225,25.2867,51.5333,Doha,QA,16.0,72,0,2.06,1610424881
226,61.3614,63.5842,Sovetskiy,RU,-31.47,87,0,0.66,1610424972
227,71.9167,114.0833,Saskylakh,RU,-32.8,84,100,3.15,1610424973
228,57.8406,108.3492,Alekseyevsk,RU,-24.75,86,100,1.36,1610424974
229,34.1667,77.5833,Leh,IN,-14.89,48,0,0.86,1610424976
230,39.4696,3.1483,Felanitx,ES,2.22,87,20,1.03,1610424977
231,64.5011,-165.4064,Nome,US,-10.0,73,90,8.23,1610424979
232,-33.8667,121.9,Esperance,AU,29.0,28,96,3.09,1610424980
233,-9.4333,159.95,Honiara,SB,27.02,85,100,3.49,1610424731
234,-22.9337,26.5703,Kalamare,BW,19.52,73,1,6.49,1610424982
235,37.7167,-25.4333,Vila Franca do Campo,PT,16.0,94,90,4.63,1610424983
236,45.3929,47.3707,Lagan,RU,-1.07,96,91,0.79,1610424984
237,-35.6167,174.5,Ngunguru,NZ,25.0,61,77,4.47,1610424985
238,58.9417,69.1325,Turtas,RU,-31.11,86,20,2.29,1610424987
239,-3.7703,-70.3831,Puerto Nariño,CO,25.0,100,75,0.79,1610424988
240,-8.45,115.6167,Amlapura,ID,30.0,79,20,3.6,1610424989
241,21.4022,-157.7394,Kailua,US,26.0,69,75,3.6,1610424990
242,60.7522,-137.5108,Haines Junction,CA,-11.0,85,92,0.51,1610424991
243,-26.3667,-70.05,Diego de Almagro,CL,14.15,48,83,0.23,1610424992
244,-0.9492,100.3543,Padang,ID,27.41,72,100,1.28,1610424994
245,-14.25,129.55,Port Keats,AU,33.79,55,91,3.07,1610424995
246,39.2446,55.5154,Bereket,TM,2.75,78,0,3.24,1610424996
247,57.0531,-135.33,Sitka,US,5.0,81,90,4.63,1610424997
248,44.1539,-87.5693,Two Rivers,US,0.56,86,90,4.63,1610424998
249,47.3821,-61.8597,Cap-aux-Meules,CA,-3.0,74,99,1.03,1610425000
250,56.555,76.6271,Kyshtovka,RU,-29.35,86,100,4.23,1610425002
251,20.7,-105.2,Ixtapa,MX,19.0,88,20,1.12,1610425003
252,9.1104,18.3463,Kibala,TD,17.0,59,0,1.47,1610425004
253,38.9556,-90.1868,Godfrey,US,-2.78,93,1,3.6,1610425005
254,45.65,0.15,Angoulême,FR,3.33,81,90,3.09,1610425006
255,47.6666,-52.7314,Torbay,CA,-2.78,80,90,6.17,1610425007
256,-35.1667,173.1667,Ahipara,NZ,21.37,63,77,2.05,1610425010
257,51.55,-9.2667,Skibbereen,IE,9.0,93,75,7.2,1610425011
258,52.85,-102.3842,Hudson Bay,CA,-4.66,94,77,2.99,1610425012
259,-34.4833,-54.3333,Rocha,UY,20.73,92,100,6.66,1610425013
260,22.7333,-105.85,Isla del Bosque,MX,15.0,94,1,2.12,1610425014
261,7.9986,124.2928,Marawi,PH,26.11,89,92,1.79,1610425016
262,-12.7333,-69.1833,Tambopata,PE,23.55,94,99,1.42,1610425017
263,49.3033,43.9796,Ilovlya,RU,-5.0,80,90,3.0,1610425018
264,28.2333,83.9833,Pokhara,NP,17.73,39,9,1.93,1610425019
265,22.6783,-3.9836,Taoudenni,ML,13.61,35,99,4.19,1610425020
266,18.6109,121.1657,Namuac,PH,21.12,84,82,7.71,1610425022
267,4.9247,6.2642,Yenagoa,NG,23.95,92,2,0.63,1610425023
268,48.0457,-65.4926,Bonaventure,CA,-9.0,86,95,2.06,1610425024
269,2.0371,45.3438,Mogadishu,SO,24.02,78,0,8.33,1610425025
270,4.423,-7.3528,Tabou,CI,25.12,87,71,3.67,1610425026
271,21.0917,-87.45,Kantunilkín,MX,22.0,100,90,5.66,1610425028
272,5.4112,100.3354,George Town,MY,31.0,55,20,5.66,1610425029
273,-8.103,156.8419,Gizo Government Station,SB,27.51,82,100,5.6,1610425030
274,22.85,69.7333,Mundra,IN,20.01,40,24,7.42,1610425031
